title,brand,image_url,priced_before,discount_percent,current_price,size
A-line Kurta with Fringe Tassels,SIYAHI,https://assets.ajio.com/medias/sys_master/root/h4f/hda/12341338767390/-286Wx359H-440953436-navy-MODEL.jpg,799,51% off,392,[XS-S-M-L-XL-XXL]
Low-Rise Slim Fit Mid-Wash Jeans,JOHN PLAYERS,https://assets.ajio.com/medias/sys_master/root/h4a/h4c/13978124615710/-286Wx359H-441001689-indigo-MODEL.jpg,1799,51% off,882,[30-32-34-36-38]
Lightly Washed Slim Fit Jeans with Printed Taping,YB DNMX,https://assets.ajio.com/medias/sys_master/root/hba/h55/14534951632926/-286Wx359H-441017914-black-MODEL.jpg,999,49% off,509,[9-10Y-11-12Y-13-14Y]
Graphic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/hdb/h2d/13978107379742/-286Wx359H-441007858-white-MODEL.jpg,399,51% off,196,[XS-S-M-L-XL-XXL]
Mickey Mouse Print Ankle-Length Pants,DISNEY,https://assets.ajio.com/medias/sys_master/root/hdc/hc4/13470841929758/-286Wx359H-440991185-blue-MODEL.jpg,1299,51% off,637,[28-30-32-34-36]
Printed Top with Elasticated Sleeve Hems,DNMX,https://assets.ajio.com/medias/sys_master/root/hc6/h22/15163357855774/-286Wx359H-441030351-red-MODEL.jpg,599,49% off,305,[S-M-L]
Go Walk 5 Slip-On Casual Shoes,Skechers,https://assets.ajio.com/medias/sys_master/root/hb3/hfb/13675277451294/-286Wx359H-450131205-nvywht-OUTFIT.jpg,4999,35% off,3249,[UK 3-UK 4-UK 5-UK 6-UK 7]
Graphic Print Round-Neck T-shirt,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/h39/h7e/14185039429662/-286Wx359H-441004467-pink-MODEL.jpg,299,51% off,147,[8-9Y-9-10Y-11-12Y-13-14Y]
Handloom Bengal Squinned Jamdani Design Saree,Indie Picks,https://assets.ajio.com/medias/sys_master/root/hfe/hf6/15552142770206/-286Wx359H-460542902-pink-MODEL.jpg,4999,60% off,2000,[FS]
Colourblock Striped Crew-Neck Pullover,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/ha6/h3a/15137901477918/-286Wx359H-440999768-green-MODEL.jpg,599,51% off,294,[5-6Y-2-3Y-3-4Y-7-8Y]
Pants with Elasticated Waist,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/h13/hea/14710255878174/-286Wx359H-441010372-beige-MODEL.jpg,599,49% off,305,[6-12M-1-2Y]
Mid-Rise Jeans with 5-Pockets,DNMX,https://assets.ajio.com/medias/sys_master/root/he9/h36/12085074264094/-286Wx359H-440794191-white-MODEL.jpg,699,30% off,489,[UNI 30-UNI 32-UNI 34-UNI 26-UNI 28]
Checked Shirt with Patch Pocket,NETWORK,https://assets.ajio.com/medias/sys_master/root/hde/h4a/12513603158046/-286Wx359H-440885477-purple-MODEL.jpg,699,51% off,343,[S-M-L-XL-XXL]
Textured Panelled Joggers with Elasticated Drawstring Waist,Teamspirit,https://assets.ajio.com/medias/sys_master/root/he7/hd4/14819317514270/-286Wx359H-441024670-petrol-MODEL.jpg,999,30% off,699,[L-XL]
Tom & Jerry Print Round-Neck T-shirt,Warner Brothers,https://assets.ajio.com/medias/sys_master/root/h68/hae/14774953082910/-286Wx359H-441004384-greymelange-MODEL.jpg,599,51% off,294,[XS-S-M-L-XL]
Striped Slim Fit Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/hbe/h1d/14559521472542/-286Wx359H-441018181-navy-MODEL.jpg,999,40% off,599,[L]
Dileah Di Reptilian Pattern Hobo Bag,Dune London,https://assets.ajio.com/medias/sys_master/root/hd5/h2e/14060912050206/-286Wx359H-410171032-814-OUTFIT.jpg,7499,50% off,3750,[OS]
Crew-Neck Sweatshirt with Typography,DNMX,https://assets.ajio.com/medias/sys_master/root/he8/h8c/13885112418334/-286Wx359H-440987979-navy-MODEL.jpg,999,51% off,490,[M-L-XL-XXL]
Low-Rise Slim Fit Shorts with Insert Pockets,DNMX,https://assets.ajio.com/medias/sys_master/root/hb6/h31/12562756796446/-286Wx359H-440946752-khaki-MODEL.jpg,999,51% off,490,[28-30-32-34-36]
Pleated Pants with Semi-Elasticated Waistband,DeMoza,https://assets.ajio.com/medias/sys_master/root/h6b/h2e/15636325105694/-286Wx359H-441046532-rust-MODEL.jpg,1299,20% off,1039,[S-M-L-XL-XXL]
Low-Top Moccasins with Stacked Heels,STELVIO,https://assets.ajio.com/medias/sys_master/root/h4d/h92/11168890224670/-286Wx359H-460185171-brown-OUTFIT.jpg,1999,65% off,700,[UK 7-UK 8-UK 10]
Unicorn Print Thong-Strap Slippers,FRISBEE,https://assets.ajio.com/medias/sys_master/root/h57/he8/16497174347806/-286Wx359H-450133472-purple-MODEL.jpg,299,50% off,150,[4-5Y-5-6Y-6-7Y]
Typographic Print Crew-Neck T-shirt,TOMMY HILFIGER,https://assets.ajio.com/medias/sys_master/root/hb9/h16/15952163110942/-286Wx359H-460609820-blue-MODEL.jpg,1999,25% off,1499,[S-M]
Paisley Print Straight Kurta with Mandarin Collar,AJIO,https://assets.ajio.com/medias/sys_master/root/h9d/hd8/15736487116830/-286Wx359H-460537233-maroon-MODEL.jpg,1299,63% off,481,[XS-S-M-L-XL]
Mid-Wash Skinny Jeans,ARMANI EXCHANGE,https://assets.ajio.com/medias/sys_master/root/ajio/catalog/5f00d2ea481085a2e26a89b4/-286Wx359H-410228059-indigodenim-MODEL.jpg,10999,50% off,5500,NA
Printed Shirt with Patch Pocket,JOHN PLAYERS,https://assets.ajio.com/medias/sys_master/root/h3e/h7e/14349161922590/-286Wx359H-441001757-darkgrey-MODEL.jpg,1399,51% off,686,[S-M-L-XL-XXL]
Slim Fit Checked Blazer & Trousers Set,NETWORK,https://assets.ajio.com/medias/sys_master/root/hc5/haa/14485227438110/-286Wx359H-440970995-blue-MODEL.jpg,5999,51% off,2940,[40-39]
Lighted Washed Panelled Jeans,POINT COVE,https://assets.ajio.com/medias/sys_master/root/he0/hba/14527620382750/-286Wx359H-441031660-blue-MODEL.jpg,899,51% off,441,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Graphic Print Round-Neck T-shirt,POINT COVE,https://assets.ajio.com/medias/sys_master/root/hac/h50/14268295741470/-286Wx359H-441022311-pink-MODEL.jpg,399,51% off,196,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Mid-Calf Jeans with Zipper Hems,DNMX,https://assets.ajio.com/medias/sys_master/root/hb1/h19/14850631794718/-286Wx359H-441020232-white-MODEL.jpg,1299,49% off,662,[26-28-30-32-34]
Brand Print Crew-Neck T-shirt with Perforated Panels,NIKE,https://assets.ajio.com/medias/sys_master/root/h8e/h5e/15416698011678/-286Wx359H-460554647-black-MODEL.jpg,1495,30% off,1047,[XS-S-M-L-XL]
Mid-Rise Leggings with Elasticated Waist,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h83/he2/13557449981982/-286Wx359H-440999757-darkblue-MODEL.jpg,399,30% off,279,[S-M-L-XL]
Colourblock Typographic Pattern Baseball Cap,DNMX,https://assets.ajio.com/medias/sys_master/root/he0/h5c/13797025349662/-286Wx359H-441002076-brtmulti-OUTFIT.jpg,399,51% off,196,[FS]
Textured A-line Dress with Surplice Neckline,AJIO,https://assets.ajio.com/medias/sys_master/root/h5f/h5e/13375870271518/-286Wx359H-460332681-purple-MODEL.jpg,1299,70% off,390,[XS-S-M-L-XL]
Typographic Print Round-Neck T-shirt,YB DNMX,https://assets.ajio.com/medias/sys_master/root/hbc/h59/14299559460894/-286Wx359H-441004455-black-MODEL.jpg,349,51% off,171,[15-16Y-13-14Y-9-10Y-7-8Y]
Embroidered Peplum Top with Mirror-Work,FUSION,https://assets.ajio.com/medias/sys_master/root/h32/hfe/15397913657374/-286Wx359H-441033937-blue-MODEL.jpg,999,30% off,699,[M]
Polo T-shirt with Placement Numeric Applique,YB DNMX,https://assets.ajio.com/medias/sys_master/root/h22/hbe/14810727874590/-286Wx359H-441010326-orange-MODEL.jpg,499,49% off,254,[7-8Y-9-10Y-11-12Y-13-14Y-15-16Y]
Heathered Zip-Front Sweatshirt with Band Collar,Hubberholme,https://assets.ajio.com/medias/sys_master/root/h71/h53/12063115673630/-286Wx359H-460284492-charcoal-MODEL.jpg,999,50% off,500,[S-M-L-XL]
Palazzos with Semi Elasticated Waist,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h83/ha6/15478993846302/-286Wx359H-441034982-turquoise-MODEL.jpg,699,40% off,419,[S-M-XL-XXL]
Printed Polo T-shirt with Vented Hems,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h8e/hea/14499082600478/-286Wx359H-441024762-white-MODEL.jpg,599,20% off,479,[S-M-L-XL-XXL]
Ditsy Print Slim Fit Shirt with Patch Pocket,LEVIS,https://assets.ajio.com/medias/sys_master/root/h5e/h67/13670174523422/-286Wx359H-460399135-white-MODEL.jpg,1999,45% off,1099,[S-M-L-XL-XXL]
Ankle-Length Skinny Jeans with Whiskers,AJIO,https://assets.ajio.com/medias/sys_master/root/hb9/h03/16849185374238/-286Wx359H-460551545-blue-MODEL.jpg,1799,58% off,756,[26-28-30-32-34]
Revolution 5 Lace-Up Running Shoes,NIKE,https://assets.ajio.com/medias/sys_master/root/h0d/h51/15608079843358/-286Wx359H-450135461-blkgry-MODEL.jpg,3695,25% off,2771,[UK 6-UK 7-UK 8-UK 9-UK 10-UK 11]
Mid-Rise Flat-Front Trousers,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/h35/h59/14646616293406/-286Wx359H-441017287-blue-MODEL.jpg,599,49% off,305,[2-3Y-3-4Y-5-6Y-7-8Y]
Avengers Print Crew-Neck T-shirt,DISNEY,https://assets.ajio.com/medias/sys_master/root/h02/h37/15024762388510/-286Wx359H-441021100-darkblue-MODEL.jpg,499,30% off,349,[XS-S-L]
Cargo Pants with Multiple Pockets,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/hc1/hb2/14936227348510/-286Wx359H-441010628-darkgrey-MODEL.jpg,699,49% off,356,[2-3Y-3-4Y-5-6Y-7-8Y]
Floral Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/h4f/hb9/15491583705118/-286Wx359H-441052319-navy-MODEL.jpg,399,20% off,319,[XS-S-M-L-XL]
Striped Culottes with Semi-Elasticated Waist,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/hce/h8f/15397925552158/-286Wx359H-441038546-navy-MODEL.jpg,649,40% off,389,[9-10Y-11-12Y-13-14Y-15-16Y]
Graphic Print Slim Fit Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/h16/hd3/15172839276574/-286Wx359H-441039339-yellow-MODEL.jpg,299,25% off,224,[XS-S-M-L-XL]
Striped Polo T-shirt with Ribbed Hems,LEVIS,https://assets.ajio.com/medias/sys_master/root/hc8/h05/15680619937822/-286Wx359H-460545293-black-MODEL.jpg,1999,30% off,1399,[XL]
High-Rise Rainbow Flare Jeans,AJIO,https://assets.ajio.com/medias/sys_master/root/he6/h97/15397676351518/-286Wx359H-460528868-blue-MODEL.jpg,1899,50% off,950,[26-28-30-32-34]
Floral Embroidered Straight Kurta,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/hf1/h86/15155927482398/-286Wx359H-441052750-ecru-MODEL.jpg,499,30% off,349,[XS-S-M-L-XL-XXL]
Textured Shirt Kurta with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h20/h09/13001579462686/-286Wx359H-440971088-charcoal-MODEL.jpg,899,51% off,441,[S-M-L-XL-XXL]
Tropical Print Dress with Asymmetric Hem,RIO,https://assets.ajio.com/medias/sys_master/root/h85/h59/14626750332958/-286Wx359H-441030370-green-MODEL.jpg,899,49% off,458,[XS-S-M-L-XL]
Solid Cotton Polo T-shirt,NETPLAY,https://assets.ajio.com/medias/sys_master/root/hf9/h2d/14798117601310/-286Wx359H-441024764-maroon-MODEL.jpg,699,20% off,559,[S-M-L-XL-XXL]
Printed Lehenga Choli with Dupatta,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h36/hc5/15575791075358/-286Wx359H-441031066-orange-MODEL.jpg,999,50% off,500,[5-6Y-7-8Y]
Round-Neck Floral Print Top,POINT COVE,https://assets.ajio.com/medias/sys_master/root/hc0/he5/13054132518942/-286Wx359H-440992336-yellow-MODEL.jpg,599,51% off,294,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Graphic Print T-shirt & Joggers Set,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/h39/hf4/14563377872926/-286Wx359H-441037602-white-MODEL.jpg,399,30% off,279,[6-12M-12-18M-18-24M]
Printed Boxers with Elasticated Waistband,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h73/ha9/12823255973918/-286Wx359H-440959628-blue-OUTFIT.jpg,299,NA,299,[S-M-L]
Flat-Front Slim Fit Chinos,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h3f/h2e/12193016872990/-286Wx359H-440717974-khaki-OUTFIT.jpg,999,30% off,699,[30-32-34-36-38]
Mid-Rise Slim Fit Flat-Front Chinos,NETPLAY,https://assets.ajio.com/medias/sys_master/root/ha9/h23/14801178722334/-286Wx359H-441025093-grey-MODEL.jpg,1499,40% off,899,[30-32-34-38]
Graphic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/h92/h5f/15591529611294/-286Wx359H-441055194-ltblue-MODEL.jpg,299,20% off,239,[XS-S-M-L-XL]
Shirt with Patch Pocket,NETWORK,https://assets.ajio.com/medias/sys_master/root/h7e/hb5/12222245961758/-286Wx359H-440936475-medgrey-MODEL.jpg,1299,51% off,637,[S-M-L-XXL]
Printed Baseball Cap with Adjustable Buckle Fastening,DNMX,https://assets.ajio.com/medias/sys_master/root/h13/h85/13212440723486/-286Wx359H-440996423-maroon-OUTFIT.jpg,399,51% off,196,[FS]
Geometric Woven Pants with Insert Pockets,AJIO,https://assets.ajio.com/medias/sys_master/root/h60/h3a/16671453806622/-286Wx359H-460566601-blue-MODEL.jpg,999,17% off,829,[S-M-L-XL]
Slim Fit Chinos with Insert Pockets,Hubberholme,https://assets.ajio.com/medias/sys_master/root/h8f/h19/14921693134878/-286Wx359H-460499130-green-MODEL.jpg,1499,65% off,525,[30-32-34-36-38]
Printed Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h24/h42/13741217349662/-286Wx359H-441001415-navy-MODEL.jpg,999,51% off,490,[S-M-L-XXL]
Leggings with Elasticated Waist,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h56/h84/12487081590814/-286Wx359H-440928968-magntafusha-MODEL.jpg,199,51% off,98,[2-3Y-3-4Y-5-6Y-7-8Y]
Sloane MetalBlock Metallic T-Style Flip-Flops,CROCS,https://assets.ajio.com/medias/sys_master/root/hf1/h39/12223377440798/-286Wx359H-460294458-multi-OUTFIT.jpg,3295,20% off,2636,[UK 3]
Printed Mid-Rise Pyjamas,Hunkemoller,https://assets.ajio.com/medias/sys_master/root/h21/h5a/15399927382046/-286Wx359H-410243157-outrspc-MODEL.jpg,2295,NA,2295,NA
Striped Crew-Neck T-shirt,Teamspirit,https://assets.ajio.com/medias/sys_master/root/hbf/hb1/13613330792478/-286Wx359H-440997084-olive-MODEL.jpg,399,51% off,196,[XS]
Cotton Henley T-shirt,FIG,https://assets.ajio.com/medias/sys_master/root/h79/h5f/12095483412510/-286Wx359H-440827294-ltyellow-MODEL.jpg,399,51% off,196,[UNI S-UNI XS-UNI M]
Washed Low-Rise Jeans,DNMX,https://assets.ajio.com/medias/sys_master/root/h0a/h23/14075119304734/-286Wx359H-440930460-mediumblue-MODEL.jpg,999,30% off,699,[28-30-32-34-36-38]
Floral Print High-Low Straight Kurta,FUSION,https://assets.ajio.com/medias/sys_master/root/h35/h26/15130587070494/-286Wx359H-441052832-white-MODEL.jpg,499,20% off,399,[XS-S-M-L-XL-XXL]
Graphic Print Crew-Neck T-shirt with Tie-Up,Teamspirit,https://assets.ajio.com/medias/sys_master/root/hda/h7a/15353308250142/-286Wx359H-441050906-yellow-MODEL.jpg,499,30% off,349,[XS-S-M-L-XL-XXL]
Graphic Print Lace-Up Casual Shoes,Campus,https://assets.ajio.com/medias/sys_master/root/hae/he1/14739747012638/-286Wx359H-460516128-black-MODEL.jpg,580,26% off,429,[8-9Y]
Pack of 3 Printed Shorts,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/h8b/hc8/15367957544990/-286Wx359H-441037899-assorted-MODEL.jpg,549,30% off,384,[0-3M-0-6M-6-12M-12-18M]
Kurta with Insert Pockets,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h9c/hf1/13001552789534/-286Wx359H-440990003-teal-MODEL.jpg,799,51% off,392,[S-M-L-XL-XXL]
Cotton Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h0f/hbe/15648912211998/-286Wx359H-441055923-mustard-MODEL.jpg,999,30% off,699,NA
Graphic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/he7/h6d/15086591475742/-286Wx359H-441037210-greymelange-MODEL.jpg,299,40% off,179,[XS-S-M-L-XL]
Minions Print Crew-Neck T-shirt,OTHER CHARACTERS,https://assets.ajio.com/medias/sys_master/root/hb1/had/15129319833630/-286Wx359H-441021211-olive-MODEL.jpg,499,30% off,349,[XS-S-M-L-XL]
Mid-Rise Tapered Trousers,NETPLAY,https://assets.ajio.com/medias/sys_master/root/hc0/h86/14464226066462/-286Wx359H-441018499-olive-MODEL.jpg,1499,49% off,764,[30-32-34-36-38]
Washed Skinny Fit Jeans,JOHN PLAYERS JEANS,https://assets.ajio.com/medias/sys_master/root/20200818/Atq3/5f3bf1d7f997dd2277a0e440/-286Wx359H-420043740-grey-MODEL.jpg,1199,20% off,959,NA
Typographic Print Crew-Neck T-shirt,DNMX,https://assets.ajio.com/medias/sys_master/root/h72/h80/13977453330462/-286Wx359H-441007823-stone-MODEL.jpg,399,51% off,196,[XS-S-M-L-XL-XXL]
Textured Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/hea/h3b/15708235137054/-286Wx359H-441053349-blue-MODEL.jpg,999,30% off,699,[S-M-L-XL]
Checked Slim Fit Shirt with Patch Pocket,NETPLAY,https://assets.ajio.com/medias/sys_master/root/ha0/hfc/15321182404638/-286Wx359H-441034009-red-MODEL.jpg,999,40% off,599,[S-M-L-XL-XXL]
Antibacterial Polo T-shirt with Raglan Sleeves,PERFORMAX,https://assets.ajio.com/medias/sys_master/root/h56/h1a/15697168171038/-286Wx359H-441015348-peacockgreen-MODEL.jpg,999,50% off,500,[S-M-L-XL]
Slim Fit Single-Breasted Blazer with Notched Lapel,NETPLAY,https://assets.ajio.com/medias/sys_master/root/hf7/hac/14729618227230/-286Wx359H-441001604-beige-MODEL.jpg,2999,49% off,1529,[S-M-L-XL]
Polo T-shirt with Contrast Tipping,Teamspirit,https://assets.ajio.com/medias/sys_master/root/h3e/h81/16496525475870/-286Wx359H-440999281-darkpurple-MODEL.jpg,399,30% off,279,[S-M-L-XL-XXL]
Marvel Printed Crew-Neck T-shirt,DISNEY,https://assets.ajio.com/medias/sys_master/root/he1/h64/15633245667358/-286Wx359H-441031722-green-MODEL.jpg,599,30% off,419,[XS-S-M-XL]
Floral Print Top with Bell Sleeves,FIG,https://assets.ajio.com/medias/sys_master/root/h24/h82/11925872312350/-286Wx359H-440922725-navy-MODEL.jpg,599,51% off,294,[XS-S-M-L-XL-XXL]
Hulk Print Joggers with Insert Pockets,DISNEY,https://assets.ajio.com/medias/sys_master/root/h85/h6c/15353465143326/-286Wx359H-441022090-black-MODEL.jpg,599,20% off,479,[3-4Y-5-6Y]
Textured Baseball Cap,Puma,https://assets.ajio.com/medias/sys_master/root/h62/h01/15485034299422/-286Wx359H-460571485-red-MODEL.jpg,1499,40% off,899,[FS]
Printed Strappy A-line Dress with Bow Detail,INF FRENDZ,https://assets.ajio.com/medias/sys_master/root/hba/h1e/15321648660510/-286Wx359H-441033796-white-MODEL.jpg,449,30% off,314,[1-2Y]
Floral Print Straight Kurta with Palazzos,Idalia,https://assets.ajio.com/medias/sys_master/root/h24/h26/13693504552990/-286Wx359H-460418446-lightpink-MODEL.jpg,3499,55% off,1575,[S-M-L-XL-XXL]
Typographic Pattern Baseball Cap,DNMX,https://assets.ajio.com/medias/sys_master/root/hfb/hb8/13796523704350/-286Wx359H-441002062-darknavy-OUTFIT.jpg,399,51% off,196,[FS]
Micro Print Shirt with Patch Pocket,NETWORK,https://assets.ajio.com/medias/sys_master/root/h2d/h75/14560475611166/-286Wx359H-441024022-black-MODEL.jpg,699,51% off,343,[S-M-L-XL-XXL]
Starwars Print Polo T-shirt,DISNEY,https://assets.ajio.com/medias/sys_master/root/h12/ha4/15025054744606/-286Wx359H-441022119-black-MODEL.jpg,599,40% off,359,[9-10Y-11-12Y-13-14Y-15-16Y]
Light-Wash Distressed Jeans with Contrast Stripes,POINT COVE,https://assets.ajio.com/medias/sys_master/root/hb5/ha3/14884044079134/-286Wx359H-441031637-blue-MODEL.jpg,999,51% off,490,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Typographic Print Round-Neck T-shirt,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/hb3/hfb/12695444717598/-286Wx359H-440945359-offwhite-MODEL.jpg,199,51% off,98,[2-3Y-3-4Y-5-6Y-7-8Y]
Lightweight Tropical Print City Shorts,POINT COVE,https://assets.ajio.com/medias/sys_master/root/h3d/hfd/15662095794206/-286Wx359H-441037394-olive-MODEL.jpg,699,30% off,489,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Mid-Rise Cotton Joggers with Insert Pockets,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/h88/h6a/13873285693470/-286Wx359H-441000435-greymelange-MODEL.jpg,399,51% off,196,[2-3Y-3-4Y]
Checked Shirt with Patch Pocket,JOHN PLAYERS,https://assets.ajio.com/medias/sys_master/root/h05/he8/14349474594846/-286Wx359H-441001864-ltgrey-MODEL.jpg,1799,51% off,882,[S-M-L-XL]
Printed Straight Kurta with Notched Neckline,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h7a/h35/14492017754142/-286Wx359H-441020999-lime-MODEL.jpg,499,50% off,250,[XS-S-M-L-XL-XXL]
Graphic Print Sleeveless T-shirt & Shorts Set,GAME BEGINS,https://assets.ajio.com/medias/sys_master/root/20200810/5jrO/5f3161667cdb8ca2cf9203d5/-286Wx359H-460660355-yellow-MODEL.jpg,349,NA,349,NA
Shirt with Patch Pocket,LEVIS,https://assets.ajio.com/medias/sys_master/root/hbd/h4f/15425825308702/-286Wx359H-460545425-white-MODEL.jpg,2599,30% off,1819,[S-M-L-XL-XXL]
Pack of 2 Cotton T-shirts,Mothercare,https://assets.ajio.com/medias/sys_master/root/hc3/hf6/15740379430942/-286Wx359H-410151380-brigm-MODEL.jpg,499,NA,499,[3-6M-6-9M-9-12M-12-18M-18-24M-2-3Y]
Cropped Slim Fit Chinos with Insert Pockets,NETPLAY,https://assets.ajio.com/medias/sys_master/root/hea/h71/15210121560094/-286Wx359H-441025087-grey-MODEL.jpg,1499,40% off,899,[28-30-32-34-36]
Striped Slim Fit Shirt,NETWORK,https://assets.ajio.com/medias/sys_master/root/h3c/h48/13327694102558/-286Wx359H-440963035-maroon-MODEL.jpg,1199,51% off,588,[S-M-L-XL]
Floral Print Straight Kurta,AVAASA MIX N' MATCH,https://assets.ajio.com/medias/sys_master/root/h6d/h08/15636311801886/-286Wx359H-441052731-teal-MODEL.jpg,499,30% off,349,[XXL]
Mid-Rise Textured Capris,RIO GIRLS,https://assets.ajio.com/medias/sys_master/root/h7e/hd7/15234398322718/-286Wx359H-441035394-blue-MODEL.jpg,399,30% off,279,[15-16Y]
Printed Straight Kurta with Keyhole Neckline,W,https://assets.ajio.com/medias/sys_master/root/20200729/VWOB/5f219798f997ddfa5326a9b2/-286Wx359H-441016261-maroon-MODEL.jpg,1699,40% off,1019,NA
511 Redloop Slim Fit Jeans,LEVIS,https://assets.ajio.com/medias/sys_master/root/h11/h1d/15697554276382/-286Wx359H-460545185-white-MODEL.jpg,4599,45% off,2529,[28-30-32-34-36-38]
Striped Blouson Top with Side Tie-ups,RIO,https://assets.ajio.com/medias/sys_master/root/h8b/h2f/15300240113694/-286Wx359H-441025260-yellow-MODEL.jpg,699,30% off,489,[XS-S-M-L-XL]
Graphic Print Crew-Neck T-shirt,POINT COVE,https://assets.ajio.com/medias/sys_master/root/h3e/h31/15098931707934/-286Wx359H-441036806-orange-MODEL.jpg,399,30% off,279,[3-4Y-5-6Y-7-8Y-9-10Y-11-12Y-13-14Y]
Low-Rise Slim Fit Mid-Wash Jeans,JOHN PLAYERS,https://assets.ajio.com/medias/sys_master/root/h8a/hee/13980594143262/-286Wx359H-441001688-indigo-MODEL.jpg,1999,51% off,980,[28-30-32-34-36-38-40]
Striped Woven Belt with Buckle Closure,DNMX,https://assets.ajio.com/medias/sys_master/root/hd5/h62/12848628236318/-286Wx359H-440961838-green-OUTFIT.jpg,599,51% off,294,[34-36-38]
Graphic Print Extra Slim Fit T-shirt,Teamspirit,https://assets.ajio.com/medias/sys_master/root/h59/h9e/14074980958238/-286Wx359H-440927859-black-MODEL.jpg,399,51% off,196,[XS-M-XXL]
Leaf Print Polo T-shirt,NETPLAY,https://assets.ajio.com/medias/sys_master/root/h9b/h88/15647421759518/-286Wx359H-441033825-yellow-MODEL.jpg,699,40% off,419,[M-L-XL-XXL]
Lightly Washed Fitted Jeans,DNMX,https://assets.ajio.com/medias/sys_master/root/h84/ha1/14876749266974/-286Wx359H-441038479-mediumblue-MODEL.jpg,799,NA,799,[28-30-32-34-36-38]
Embellished Criss-Cross Strappy Flat Sandals,LABELLA,https://assets.ajio.com/medias/sys_master/root/h79/haf/13996898123806/-286Wx359H-450125297-black-OUTFIT.jpg,699,50% off,350,NA
Lace Playsuit with Ruffled Sleeves,KG FRENDZ,https://assets.ajio.com/medias/sys_master/root/h9f/hc1/15903057936414/-286Wx359H-440995838-yellow-MODEL.jpg,599,51% off,294,[2-3Y-5-6Y-7-8Y]
Typographic Print Shirt with Patch Pocket,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/h19/h67/14520120475678/-286Wx359H-441010668-blue-MODEL.jpg,599,49% off,305,[2-3Y-3-4Y]
Lace Yoke Crew-Neck T-shirt with Extended Sleeves,FIG,https://assets.ajio.com/medias/sys_master/root/hf2/hcf/13041669177374/-286Wx359H-440991889-mustard-MODEL.jpg,399,51% off,196,[XXL]
Colourblock Printed Polo T-shirt,KB TEAM SPIRIT,https://assets.ajio.com/medias/sys_master/root/hd1/hdb/15138129281054/-286Wx359H-441017305-white-MODEL.jpg,449,49% off,229,[2-3Y-3-4Y-5-6Y-7-8Y]
Mid-Rise Slim Fit Chinos with Insert Pockets,NETWORK,https://assets.ajio.com/medias/sys_master/root/h12/h18/13007957131294/-286Wx359H-440962935-navy-MODEL.jpg,999,51% off,490,[30-32-34-36-38]
High-Rise Distressed Skinny Jeans,DNMX,https://assets.ajio.com/medias/sys_master/root/h09/he2/12749188431902/-286Wx359H-440930398-ltblue-MODEL.jpg,1499,51% off,735,[30]
Flat-Front Mid-Rise Tapered Chinos,NETPLAY,https://assets.ajio.com/medias/sys_master/root/hf6/h18/14533524586526/-286Wx359H-441010711-medgrey-MODEL.jpg,1299,40% off,779,[28-30-32-34-36]
